Area,EXT_hour,Element ID,External ID,PACKT_CI,PACKT_Incl,PACKT_Nocc,PACKT_PMV,PACKT_Tdb,PACKT_Tr,PACKT_Vr,PACKT_W,PACKT_clo,PACKT_met,PACKT_rh,Room Name,Room Number
103.0,,830684,,0.643074433656958,Yes,2,-1.18,22.0,23.0,0.25,0.0,0.5,1.2,35.0,Live/Work Unit,408
54.0,,830686,,0.6307407407407408,Yes,2,-1.18,22.0,23.0,0.25,0.0,0.5,1.2,35.0,Live/Work Unit,409
71.0,,830688,,0.6369483568075118,Yes,2,-1.18,22.0,23.0,0.25,0.0,0.5,1.2,35.0,Live/Work Unit,410
67.0,,841150,,0.635771144278607,Yes,2,-1.18,22.0,23.0,0.25,0.0,0.5,1.2,35.0,Live/Work Loft Unit,405
208.0,,830729,,0.5893589743589744,Yes,20,-1.18,22.0,23.0,0.25,0.0,0.5,1.2,35.0,Office Unit,501
75.0,,830834,,0.6286666666666667,Yes,3,-1.18,22.0,23.0,0.25,0.0,0.5,1.2,35.0,Corridor,502
55.0,,830909,,0.6312121212121213,Yes,2,-1.18,22.0,23.0,0.25,0.0,0.5,1.2,35.0,Studio Unit,504
103.0,,830916,,0.643074433656958,Yes,2,-1.18,22.0,23.0,0.25,0.0,0.5,1.2,35.0,Live/Work Unit,506
85.0,,830919,,0.6401960784313726,Yes,2,-1.18,22.0,23.0,0.25,0.0,0.5,1.2,35.0,Live/Work Unit,507
,19,,005e91b0-d290-43ab-8044-765eea828db6,0.6,,,0.89,27.123543,28.123543,0.1,0.0,0.47,1.275510204,46.7283515,,
,19,,005e91b0-d290-43ab-8044-765eea828db6,0.6,,,0.9,27.1794245,28.1794245,0.1,0.0,0.47,1.27016129,46.4974635,,
,19,,005e91b0-d290-43ab-8044-765eea828db6,0.8,,,0.94,27.2739745,28.2739745,0.1,0.0,0.47,1.278409091,45.9696285,,
,19,,005e91b0-d290-43ab-8044-765eea828db6,0.6,,,0.96,27.29119,28.29119,0.1,0.0,0.47,1.302083333,45.73854,,
,20,,005e91b0-d290-43ab-8044-765eea828db6,0.6,,,0.86,27.3072815,28.3072815,0.1,0.0,0.47,1.206683168,45.6100435,,
,20,,005e91b0-d290-43ab-8044-765eea828db6,0.6,,,0.9,27.171803,28.171803,0.1,0.0,0.47,1.278409091,45.1265815,,
,20,,005e91b0-d290-43ab-8044-765eea828db6,0.6,,,0.89,27.134266,28.134266,0.1,0.0,0.47,1.282894737,44.956928,,
,20,,005e91b0-d290-43ab-8044-765eea828db6,0.6,,,0.9,27.1740635,28.1740635,0.1,0.0,0.47,1.278409091,44.4885215,,
,20,,005e91b0-d290-43ab-8044-765eea828db6,0.6,,,0.8,27.2087765,28.2087765,0.1,0.0,0.47,1.188380282,44.0877775,,
,20,,005e91b0-d290-43ab-8044-765eea828db6,0.6,,,0.88,27.247446,28.247446,0.1,0.0,0.47,1.25,43.7944485,,
,21,,005e91b0-d290-43ab-8044-765eea828db6,0.6,,,0.96,27.2640975,28.2640975,0.1,0.0,0.47,1.319648094,43.508547,,
,21,,005e91b0-d290-43ab-8044-765eea828db6,0.6,,,0.92,27.279338,28.279338,0.1,0.0,0.47,1.278409091,43.3152,,
,21,,005e91b0-d290-43ab-8044-765eea828db6,0.6,,,0.88,27.280464,28.280464,0.1,0.0,0.47,1.248150888,43.163818,,
,21,,005e91b0-d290-43ab-8044-765eea828db6,0.6,,,0.87,27.27143,28.27143,0.1,0.0,0.47,1.240808824,43.1086065,,
,10,,01341f22-277c-40eb-9556-fe23a298e9b8,0.6,,,-0.2,23.267867,24.267867,0.1,0.0,0.53,1.224489796,45.3701185,,
,10,,01341f22-277c-40eb-9556-fe23a298e9b8,0.4,,,0.2,23.233719,24.233719,0.1,0.0,0.53,1.4625,43.941416,,
,10,,01341f22-277c-40eb-9556-fe23a298e9b8,0.4,,,-0.35,22.871886,23.871886,0.1,0.0,0.53,1.218274112,42.5213415,,
,11,,01341f22-277c-40eb-9556-fe23a298e9b8,0.4,,,-0.32,22.6734715,23.6734715,0.1,0.0,0.53,1.254355401,42.570934,,
,11,,01341f22-277c-40eb-9556-fe23a298e9b8,0.2,,,-0.36,22.490017,23.490017,0.1,0.0,0.53,1.257142857,42.9329275,,
,11,,01341f22-277c-40eb-9556-fe23a298e9b8,0.2,,,-0.25,22.311642,23.311642,0.1,0.0,0.53,1.333333333,43.008018,,
,11,,01341f22-277c-40eb-9556-fe23a298e9b8,0.2,,,-0.5,22.117176,23.117176,0.1,0.0,0.53,1.24137931,43.1248685,,
,11,,01341f22-277c-40eb-9556-fe23a298e9b8,0.2,,,-0.4,22.0271415,23.0271415,0.1,0.0,0.53,1.299638989,42.9809135,,
,11,,01341f22-277c-40eb-9556-fe23a298e9b8,0.0,,,-0.58,21.872478,22.872478,0.1,0.0,0.53,1.23853211,43.251557,,
,12,,01341f22-277c-40eb-9556-fe23a298e9b8,0.0,,,-0.6,21.759016,22.759016,0.1,0.0,0.53,1.24567474,43.282876,,
,10,,016cdd3f-16fb-4c06-a44e-b4005b2faa78,0.8,,,1.01,27.530815,28.530815,0.1,0.0,0.54,1.198630137,46.4729935,,
,10,,016cdd3f-16fb-4c06-a44e-b4005b2faa78,0.8,,,1.06,27.649001,28.649001,0.1,0.0,0.54,1.196808511,48.0067265,,
,10,,016cdd3f-16fb-4c06-a44e-b4005b2faa78,0.8,,,1.11,27.705046,28.705046,0.1,0.0,0.54,1.230769231,48.247114,,
,10,,016cdd3f-16fb-4c06-a44e-b4005b2faa78,0.6,,,1.08,27.731578,28.731578,0.1,0.0,0.54,1.198630137,47.8846185,,
,11,,016cdd3f-16fb-4c06-a44e-b4005b2faa78,0.6,,,1.1,27.6838075,28.6838075,0.1,0.0,0.54,1.242236025,46.2659535,,
,11,,016cdd3f-16fb-4c06-a44e-b4005b2faa78,0.6,,,1.03,27.5084885,28.5084885,0.1,0.0,0.54,1.237623762,44.742444,,
,11,,016cdd3f-16fb-4c06-a44e-b4005b2faa78,0.6,,,0.95,27.4597875,28.4597875,0.1,0.0,0.54,1.166666667,46.463207,,
,11,,016cdd3f-16fb-4c06-a44e-b4005b2faa78,0.6,,,1.03,27.5398215,28.5398215,0.1,0.0,0.54,1.212121212,47.375719,,
,11,,016cdd3f-16fb-4c06-a44e-b4005b2faa78,0.6,,,1.12,27.717016,28.717016,0.1,0.0,0.54,1.25,46.9471375,,
,11,,016cdd3f-16fb-4c06-a44e-b4005b2faa78,0.8,,,1.45,27.868657,28.868657,0.1,0.0,0.54,1.642335766,46.343407,,
,12,,016cdd3f-16fb-4c06-a44e-b4005b2faa78,0.6,,,1.08,28.0102215,29.0102215,0.1,0.0,0.54,1.132930514,45.8015075,,
,12,,016cdd3f-16fb-4c06-a44e-b4005b2faa78,0.6,,,1.23,28.1174715,29.1174715,0.1,0.0,0.54,1.258389262,45.464007,,
,12,,016cdd3f-16fb-4c06-a44e-b4005b2faa78,0.6,,,1.22,28.23946,29.23946,0.1,0.0,0.54,1.208459215,45.1081655,,
,12,,016cdd3f-16fb-4c06-a44e-b4005b2faa78,0.6,,,1.29,28.3294315,29.3294315,0.1,0.0,0.54,1.268115942,44.8188115,,
,13,,02e56d9b-fd78-46ef-a909-846d879e30fa,0.8,,,0.97,26.710061,27.710061,0.1,0.0,0.53,1.221374046,70.63847,,
,13,,02e56d9b-fd78-46ef-a909-846d879e30fa,0.8,,,1.12,27.1585385,28.1585385,0.1,0.0,0.53,1.22324159,71.7563825,,
,13,,02e56d9b-fd78-46ef-a909-846d879e30fa,0.8,,,0.98,27.323364,28.323364,0.1,0.0,0.53,1.083032491,67.882252,,
,13,,02e56d9b-fd78-46ef-a909-846d879e30fa,0.8,,,1.12,27.348483,28.348483,0.1,0.0,0.53,1.218161683,65.19129,,
,14,,02e56d9b-fd78-46ef-a909-846d879e30fa,0.8,,,1.11,27.5731495,28.5731495,0.1,0.0,0.53,1.137656428,65.726545,,
,14,,02e56d9b-fd78-46ef-a909-846d879e30fa,0.6,,,1.19,27.636653,28.636653,0.1,0.0,0.53,1.210121012,64.504035,,
,14,,02e56d9b-fd78-46ef-a909-846d879e30fa,0.6,,,1.18,27.6544335,28.6544335,0.1,0.0,0.53,1.212121212,62.289502,,
,14,,02e56d9b-fd78-46ef-a909-846d879e30fa,0.6,,,1.0,27.454607,28.454607,0.1,0.0,0.53,1.127819549,58.665543,,
,14,,02e56d9b-fd78-46ef-a909-846d879e30fa,0.6,,,0.99,27.059471,28.059471,0.1,0.0,0.53,1.261829653,54.0531735,,
,14,,02e56d9b-fd78-46ef-a909-846d879e30fa,0.6,,,0.67,26.5813585,27.5813585,0.1,0.0,0.53,1.145475372,49.33399,,
,15,,02e56d9b-fd78-46ef-a909-846d879e30fa,0.6,,,0.64,26.198928,27.198928,0.1,0.0,0.53,1.234567901,45.12919,,
,15,,02e56d9b-fd78-46ef-a909-846d879e30fa,0.6,,,0.39,25.906524,26.906524,0.1,0.0,0.53,1.137656428,42.240862,,
,15,,02e56d9b-fd78-46ef-a909-846d879e30fa,0.4,,,0.48,25.7397205,26.7397205,0.1,0.0,0.53,1.238390093,39.9562615,,
,15,,02e56d9b-fd78-46ef-a909-846d879e30fa,0.4,,,0.24,25.367447,26.367447,0.1,0.0,0.53,1.153402537,40.525654,,
,18,,0385875c-cd7b-4b7a-bc72-51f024710cf2,0.6,,,0.79,24.8221505,25.8221505,0.1,0.0,0.47,1.523358158,81.98381,,
,18,,0385875c-cd7b-4b7a-bc72-51f024710cf2,0.6,,,0.81,24.8221505,25.8221505,0.1,0.0,0.47,1.54532967,81.98381,,
,19,,0385875c-cd7b-4b7a-bc72-51f024710cf2,0.6,,,0.74,24.737808,25.737808,0.1,0.0,0.47,1.495016611,82.21425,,
,19,,0385875c-cd7b-4b7a-bc72-51f024710cf2,0.6,,,0.74,24.715447,25.715447,0.1,0.0,0.47,1.50816925,82.223255,,
,19,,0385875c-cd7b-4b7a-bc72-51f024710cf2,0.6,,,0.56,24.715447,25.715447,0.1,0.0,0.47,1.358148893,82.223255,,
,19,,0385875c-cd7b-4b7a-bc72-51f024710cf2,0.6,,,0.81,24.638955,25.638955,0.1,0.0,0.47,1.580796253,82.445712,,
,19,,0385875c-cd7b-4b7a-bc72-51f024710cf2,0.6,,,0.76,24.5915415,25.5915415,0.1,0.0,0.47,1.546982429,82.62342,,
,20,,0385875c-cd7b-4b7a-bc72-51f024710cf2,0.6,,,0.58,24.555559,25.555559,0.1,0.0,0.47,1.401323472,82.7698275,,
,20,,0385875c-cd7b-4b7a-bc72-51f024710cf2,0.6,,,0.5,24.5187035,25.5187035,0.1,0.0,0.47,1.350540216,82.92965,,
,20,,0385875c-cd7b-4b7a-bc72-51f024710cf2,0.6,,,0.5,24.4838705,25.4838705,0.1,0.0,0.47,1.355421687,83.096,,
,20,,0385875c-cd7b-4b7a-bc72-51f024710cf2,0.6,,,0.62,24.4541255,25.4541255,0.1,0.0,0.47,1.455525606,83.280335,,
,20,,0385875c-cd7b-4b7a-bc72-51f024710cf2,0.6,,,0.34,24.43042,25.43042,0.1,0.0,0.47,1.261806375,83.429714,,
,20,,0385875c-cd7b-4b7a-bc72-51f024710cf2,0.4,,,0.85,24.4163055,25.4163055,0.1,0.0,0.47,1.669758813,83.488893,,
,21,,0385875c-cd7b-4b7a-bc72-51f024710cf2,0.4,,,0.43,24.408088,25.408088,0.1,0.0,0.47,1.323529412,83.527582,,
,21,,0385875c-cd7b-4b7a-bc72-51f024710cf2,0.6,,,0.37,24.4002055,25.4002055,0.1,0.0,0.47,1.285714286,83.587595,,
,21,,0385875c-cd7b-4b7a-bc72-51f024710cf2,0.6,,,0.43,24.393652,25.393652,0.1,0.0,0.47,1.326998689,83.622015,,
,21,,0385875c-cd7b-4b7a-bc72-51f024710cf2,0.6,,,0.53,24.3866835,25.3866835,0.1,0.0,0.47,1.393728223,83.6398,,
,13,,03ecdb36-6766-4111-a8c0-98dbb124ebce,1.0,,,0.75,26.4124725,27.4124725,0.1,0.0,0.54,1.086956522,75.171037,,
,13,,03ecdb36-6766-4111-a8c0-98dbb124ebce,1.0,,,0.79,26.9011355,27.9011355,0.1,0.0,0.54,1.011235955,72.99999,,
,13,,03ecdb36-6766-4111-a8c0-98dbb124ebce,0.8,,,1.15,27.3544065,28.3544065,0.1,0.0,0.54,1.16745283,73.562043,,
,13,,03ecdb36-6766-4111-a8c0-98dbb124ebce,1.0,,,1.16,27.6765615,28.6765615,0.1,0.0,0.54,1.05799373,75.787342,,
,13,,03ecdb36-6766-4111-a8c0-98dbb124ebce,1.0,,,1.33,27.995901,28.995901,0.1,0.0,0.54,1.107205624,76.302098,,
,14,,03ecdb36-6766-4111-a8c0-98dbb124ebce,1.0,,,1.48,28.3415185,29.3415185,0.1,0.0,0.54,1.166936791,75.607817,,
,14,,03ecdb36-6766-4111-a8c0-98dbb124ebce,0.8,,,1.44,28.4833555,29.4833555,0.1,0.0,0.54,1.082474227,72.164297,,
,14,,03ecdb36-6766-4111-a8c0-98dbb124ebce,0.6,,,1.33,28.1854655,29.1854655,0.1,0.0,0.54,1.142857143,66.301675,,
,14,,03ecdb36-6766-4111-a8c0-98dbb124ebce,0.6,,,1.09,27.68876,28.68876,0.1,0.0,0.54,1.110197368,61.391157,,
,14,,03ecdb36-6766-4111-a8c0-98dbb124ebce,0.6,,,0.92,27.212501,28.212501,0.1,0.0,0.54,1.114551084,58.603329,,
,14,,03ecdb36-6766-4111-a8c0-98dbb124ebce,0.6,,,0.72,26.8473765,27.8473765,0.1,0.0,0.54,1.071428571,56.374258,,
,15,,03ecdb36-6766-4111-a8c0-98dbb124ebce,0.6,,,0.54,26.3819745,27.3819745,0.1,0.0,0.54,1.084337349,51.8170295,,
,15,,03ecdb36-6766-4111-a8c0-98dbb124ebce,0.6,,,0.33,25.6483115,26.6483115,0.1,0.0,0.54,1.120689655,46.733612,,
,15,,03ecdb36-6766-4111-a8c0-98dbb124ebce,0.6,,,-0.06,24.9215495,25.9215495,0.1,0.0,0.54,1.060606061,44.197219,,
,13,,04047781-1e1e-4944-ab96-71b354bd7a7d,0.8,,,0.17,25.7055835,26.7055835,0.1,0.0,0.46,1.086519115,50.58404,,
,14,,04047781-1e1e-4944-ab96-71b354bd7a7d,0.8,,,0.29,25.950477,26.950477,0.1,0.0,0.46,1.102040816,51.2745,,
,14,,04047781-1e1e-4944-ab96-71b354bd7a7d,0.8,,,0.44,26.1077765,27.1077765,0.1,0.0,0.46,1.159250585,51.1083485,,
,14,,04047781-1e1e-4944-ab96-71b354bd7a7d,0.6,,,0.48,26.1897045,27.1897045,0.1,0.0,0.46,1.173096976,50.09152,,
,14,,04047781-1e1e-4944-ab96-71b354bd7a7d,0.6,,,0.41,26.2525675,27.2525675,0.1,0.0,0.46,1.123876124,49.085289,,
,14,,04047781-1e1e-4944-ab96-71b354bd7a7d,0.2,,,0.5,26.3067845,27.3067845,0.1,0.0,0.46,1.168831169,48.1979465,,
,14,,04047781-1e1e-4944-ab96-71b354bd7a7d,0.2,,,0.41,26.3344945,27.3344945,0.1,0.0,0.46,1.111859838,47.5339775,,
,15,,04047781-1e1e-4944-ab96-71b354bd7a7d,0.2,,,0.52,26.3496855,27.3496855,0.1,0.0,0.46,1.177394035,47.033617,,
,15,,04047781-1e1e-4944-ab96-71b354bd7a7d,0.2,,,0.5,26.3377695,27.3377695,0.1,0.0,0.46,1.17076632,46.580092,,
,15,,04047781-1e1e-4944-ab96-71b354bd7a7d,0.2,,,0.49,26.3344925,27.3344925,0.1,0.0,0.46,1.166902405,46.236769,,
,15,,04047781-1e1e-4944-ab96-71b354bd7a7d,0.2,,,0.21,26.3357705,27.3357705,0.1,0.0,0.46,1.020408163,45.93029,,
,15,,04047781-1e1e-4944-ab96-71b354bd7a7d,0.6,,,0.48,26.322871,27.322871,0.1,0.0,0.46,1.16306391,45.838345,,
,15,,04047781-1e1e-4944-ab96-71b354bd7a7d,0.0,,,0.42,26.298446,27.298446,0.1,0.0,0.46,1.134453782,45.8006215,,
,16,,04047781-1e1e-4944-ab96-71b354bd7a7d,0.0,,,0.15,26.022276,27.022276,0.1,0.0,0.46,1.048136646,45.0726505,,
,16,,04047781-1e1e-4944-ab96-71b354bd7a7d,0.0,,,0.19,25.8882085,26.8882085,0.1,0.0,0.46,1.082251082,46.7829055,,
,16,,04047781-1e1e-4944-ab96-71b354bd7a7d,0.6,,,1.09,25.992183,26.992183,0.1,0.0,0.46,1.765282772,47.7007665,,
,16,,04047781-1e1e-4944-ab96-71b354bd7a7d,0.6,,,,26.097647,27.097647,0.1,0.0,0.46,0.939849624,47.6268025,,
,10,,040c1773-93ef-4695-a55f-d0635d6b2fff,0.6,,,-0.05,22.1836465,23.1836465,0.1,0.0,0.54,1.448275862,42.8722155,,
,10,,040c1773-93ef-4695-a55f-d0635d6b2fff,0.6,,,0.42,22.2644655,23.2644655,0.1,0.0,0.88,1.433658171,45.1826865,,
,10,,040c1773-93ef-4695-a55f-d0635d6b2fff,0.6,,,0.49,22.6675625,23.6675625,0.1,0.0,0.88,1.429219601,44.9601495,,
,10,,040c1773-93ef-4695-a55f-d0635d6b2fff,0.6,,,0.46,22.9281645,23.9281645,0.1,0.0,0.88,1.369168357,43.517189,,
,10,,040c1773-93ef-4695-a55f-d0635d6b2fff,0.4,,,0.5,22.9369985,23.9369985,0.1,0.0,0.88,1.405743121,42.8247125,,
,11,,040c1773-93ef-4695-a55f-d0635d6b2fff,0.4,,,0.58,22.942643,23.942643,0.1,0.0,0.88,1.473155827,42.317398,,
,11,,040c1773-93ef-4695-a55f-d0635d6b2fff,0.4,,,0.46,22.951154,23.951154,0.1,0.0,0.88,1.359758265,44.1805065,,
,11,,040c1773-93ef-4695-a55f-d0635d6b2fff,0.4,,,0.57,22.9961125,23.9961125,0.1,0.0,0.88,1.436781609,45.43308,,
,11,,040c1773-93ef-4695-a55f-d0635d6b2fff,0.2,,,0.54,23.016194,24.016194,0.1,0.0,0.88,1.410658307,45.391321,,
,11,,040c1773-93ef-4695-a55f-d0635d6b2fff,0.4,,,0.48,23.069368,24.069368,0.1,0.0,0.88,1.354231975,45.0285435,,
,11,,040c1773-93ef-4695-a55f-d0635d6b2fff,0.2,,,0.63,23.098596,24.098596,0.1,0.0,0.88,1.482243953,44.7179175,,
,12,,040c1773-93ef-4695-a55f-d0635d6b2fff,0.2,,,0.45,23.120313,24.120313,0.1,0.0,0.88,1.324642557,44.396858,,
,12,,040c1773-93ef-4695-a55f-d0635d6b2fff,0.2,,,0.46,23.055933,24.055933,0.1,0.0,0.88,1.344454127,44.494665,,
,9,,042b18a8-7c8f-4170-946d-e886f0a984b2,0.6,,,-0.96,21.466902,22.466902,0.1,0.0,0.54,1.078720945,75.116675,,
,9,,042b18a8-7c8f-4170-946d-e886f0a984b2,0.6,,,-0.48,21.501124,22.501124,0.1,0.0,0.54,1.24403898,75.18369,,
,10,,042b18a8-7c8f-4170-946d-e886f0a984b2,0.6,,,-0.9,21.527974,22.527974,0.1,0.0,0.54,1.091476091,75.226742,,
,10,,042b18a8-7c8f-4170-946d-e886f0a984b2,0.6,,,-0.97,21.57374,22.57374,0.1,0.0,0.54,1.064227035,75.27948,,
,10,,042b18a8-7c8f-4170-946d-e886f0a984b2,0.6,,,-0.72,21.6115475,22.6115475,0.1,0.0,0.54,1.13832356,75.26588,,
,10,,042b18a8-7c8f-4170-946d-e886f0a984b2,0.6,,,-0.95,21.6566575,22.6566575,0.1,0.0,0.54,1.061821614,75.199875,,
,10,,042b18a8-7c8f-4170-946d-e886f0a984b2,0.6,,,-0.86,21.702132,22.702132,0.1,0.0,0.54,1.084150749,75.1206725,,
,10,,042b18a8-7c8f-4170-946d-e886f0a984b2,0.6,,,-0.78,21.702132,22.702132,0.1,0.0,0.54,1.107692308,75.1206725,,
,11,,042b18a8-7c8f-4170-946d-e886f0a984b2,0.6,,,-0.95,21.7432775,22.7432775,0.1,0.0,0.54,1.052367828,75.036595,,
,11,,042b18a8-7c8f-4170-946d-e886f0a984b2,0.6,,,-0.8,21.803097,22.803097,0.1,0.0,0.54,1.091967969,74.9322375,,
,11,,042b18a8-7c8f-4170-946d-e886f0a984b2,0.6,,,-0.74,21.803097,22.803097,0.1,0.0,0.54,1.111111111,74.9322375,,
,11,,042b18a8-7c8f-4170-946d-e886f0a984b2,0.6,,,-0.85,21.873887,22.873887,0.1,0.0,0.54,1.070234114,74.8356245,,
,11,,042b18a8-7c8f-4170-946d-e886f0a984b2,0.6,,,-0.89,21.9060965,22.9060965,0.1,0.0,0.54,1.052631579,74.789835,,
,11,,042b18a8-7c8f-4170-946d-e886f0a984b2,0.6,,,-0.95,21.9060965,22.9060965,0.1,0.0,0.54,1.03610675,74.789835,,
,12,,042b18a8-7c8f-4170-946d-e886f0a984b2,0.6,,,,21.959596,22.959596,0.1,0.0,0.54,0.989010989,74.706735,,
,12,,042b18a8-7c8f-4170-946d-e886f0a984b2,0.6,,,-0.95,21.981902,22.981902,0.1,0.0,0.54,1.029453818,74.654225,,
,12,,042b18a8-7c8f-4170-946d-e886f0a984b2,0.6,,,-0.82,21.981902,22.981902,0.1,0.0,0.54,1.066580478,74.654225,,
,10,,04d119da-75d5-4444-9853-d01be3729867,0.4,,,0.15,24.4617405,25.4617405,0.1,0.0,0.46,1.300236407,45.289005,,
,10,,04d119da-75d5-4444-9853-d01be3729867,0.4,,,0.18,24.1986945,25.1986945,0.1,0.0,0.5,1.320616288,44.8220065,,
,10,,04d119da-75d5-4444-9853-d01be3729867,0.8,,,0.05,23.9791105,24.9791105,0.1,0.0,0.5,1.284379865,44.8832415,,
,11,,04d119da-75d5-4444-9853-d01be3729867,0.6,,,-0.12,23.715782,24.715782,0.1,0.0,0.5,1.235415237,44.5316865,,
,11,,04d119da-75d5-4444-9853-d01be3729867,0.4,,,-0.18,23.473619,24.473619,0.1,0.0,0.5,1.240416918,44.3991795,,
,11,,04d119da-75d5-4444-9853-d01be3729867,0.0,,,-0.14,23.281984,24.281984,0.1,0.0,0.5,1.280475975,44.904123,,
,11,,04d119da-75d5-4444-9853-d01be3729867,0.2,,,-0.46,23.0793335,24.0793335,0.1,0.0,0.5,1.168409665,44.7236285,,
,11,,04d119da-75d5-4444-9853-d01be3729867,0.2,,,-0.3,22.9249475,23.9249475,0.1,0.0,0.5,1.255667946,44.583087,,
,11,,04d119da-75d5-4444-9853-d01be3729867,0.2,,,-0.05,22.803585,23.803585,0.1,0.0,0.5,1.399590019,44.734268,,
,12,,04d119da-75d5-4444-9853-d01be3729867,0.0,,,-0.31,22.6906875,23.6906875,0.1,0.0,0.5,1.280475975,44.607781,,
,12,,04d119da-75d5-4444-9853-d01be3729867,0.2,,,-0.68,22.5597295,23.5597295,0.1,0.0,0.5,1.145662848,44.681665,,
,12,,04d119da-75d5-4444-9853-d01be3729867,0.0,,,-0.34,22.422277,23.422277,0.1,0.0,0.5,1.299927782,44.6706235,,
,12,,04d119da-75d5-4444-9853-d01be3729867,0.2,,,-0.27,22.422277,23.422277,0.1,0.0,0.5,1.335972291,44.6706235,,
,19,,04e8bdc8-63d1-4c48-a79a-70cee28e4582,0.2,,,,25.845906,26.845906,0.1,0.0,0.57,0.932862191,53.6427925,,
,19,,04e8bdc8-63d1-4c48-a79a-70cee28e4582,0.0,,,0.22,25.469933,26.469933,0.1,0.0,0.57,1.043478261,53.774466,,
,19,,04e8bdc8-63d1-4c48-a79a-70cee28e4582,0.4,,,0.7,25.4794185,26.4794185,0.1,0.0,0.91,1.008403361,56.6794145,,
,20,,04e8bdc8-63d1-4c48-a79a-70cee28e4582,0.4,,,0.24,25.51034,26.51034,0.1,0.0,0.57,1.035971223,55.885318,,
,20,,04e8bdc8-63d1-4c48-a79a-70cee28e4582,0.6,,,0.29,25.5397055,26.5397055,0.1,0.0,0.57,1.060070671,54.797508,,
,20,,04e8bdc8-63d1-4c48-a79a-70cee28e4582,0.6,,,0.18,25.424819,26.424819,0.1,0.0,0.57,1.02915952,53.8951415,,
